66,Air New Zealand_66,Air New Zealand,200,78,291,100,32,291,50,31,1143
67,Alaska Airlines_67,Alaska Airlines,200,1,244,100,36,355,50,8,2909
68,Frontier Airlines_68,Frontier Airlines,200,200,223,100,100,510,50,50,2486
69,Alaska Airlines_69,Alaska Airlines,200,1,143,100,6,445,50,46,1387
70,American Airlines_70,American Airlines,200,40,269,100,88,279,50,7,1533
71,Virgin America_71,Virgin America,200,200,237,100,100,532,50,50,1596
72,United Airlines_72,United Airlines,200,200,170,100,100,365,50,50,1887
73,Air France_73,Air France,200,134,204,100,60,599,50,48,2099
74,American Airlines_74,American Airlines,200,79,121,100,63,490,50,40,1771
75,Frontier Airlines_75,Frontier Airlines,200,45,114,100,13,466,50,20,1288
76,United Airlines_76,United Airlines,200,50,104,100,10,432,50,24,1477
77,Delta Airlines_77,Delta Airlines,200,3,162,100,39,383,50,44,1965
78,British Airways_78,British Airways,200,107,158,100,70,594,50,19,2863
79,Frontier Airlines_79,Frontier Airlines,200,69,130,100,39,335,50,12,2430
80,United Airlines_80,United Airlines,200,95,170,100,81,363,50,47,2484
81,Air France_81,Air France,200,126,160,100,8,503,50,26,2068
82,Air France_82,Air France,200,159,221,100,61,500,50,11,1486
83,Southwest Airlines_83,Southwest Airlines,200,121,294,100,68,409,50,22,1929
84,Southwest Airlines_84,Southwest Airlines,200,54,101,100,17,363,50,11,2603
85,JetBlue_85,JetBlue,200,89,263,100,2,464,50,25,1597
86,British Airways_86,British Airways,200,77,259,100,83,480,50,0,2712
87,Alaska Airlines_87,Alaska Airlines,200,181,164,100,65,494,50,36,2903
88,United Airlines_88,United Airlines,200,114,134,100,50,257,50,12,1825
89,Air New Zealand_89,Air New Zealand,200,163,192,100,44,315,50,35,1079
90,American Airlines_90,American Airlines,200,55,205,100,54,433,50,23,2227
91,United Airlines_91,United Airlines,200,200,117,100,100,452,50,50,2438
92,JetBlue_92,JetBlue,200,65,101,100,46,406,50,31,1593
93,Southwest Airlines_93,Southwest Airlines,200,175,219,100,70,466,50,10,1785
94,JetBlue_94,JetBlue,200,23,177,100,71,256,50,46,2902
95,American Airlines_95,American Airlines,200,200,159,100,100,495,50,50,1390
96,JetBlue_96,JetBlue,200,113,237,100,20,241,50,14,1745
97,Frontier Airlines_97,Frontier Airlines,200,200,172,100,100,499,50,50,2181
98,Air New Zealand_98,Air New Zealand,200,200,102,100,100,382,50,50,2269
99,Delta Airlines_99,Delta Airlines,200,13,117,100,26,536,50,27,2352
100,Delta Airlines_100,Delta Airlines,200,200,242,100,100,411,50,50,2283
101,Virgin America_101,Virgin America,200,68,193,100,67,353,50,16,2678
102,British Airways_102,British Airways,200,67,213,100,16,516,50,49,2447
103,British Airways_103,British Airways,200,87,211,100,17,374,50,41,2715
104,Alaska Airlines_104,Alaska Airlines,200,109,130,100,57,584,50,13,2610
105,JetBlue_105,JetBlue,200,138,255,100,43,456,50,2,2114
106,Air New Zealand_106,Air New Zealand,200,200,148,100,100,366,50,50,1447
107,Delta Airlines_107,Delta Airlines,200,200,259,100,100,478,50,50,2609
108,United Airlines_108,United Airlines,200,86,232,100,79,590,50,0,2135
109,United Airlines_109,United Airlines,200,122,122,100,65,537,50,27,1334
110,Alaska Airlines_110,Alaska Airlines,200,167,201,100,50,488,50,27,1945
111,American Airlines_111,American Airlines,200,200,142,100,100,505,50,50,1935
112,American Airlines_112,American Airlines,200,29,257,100,53,529,50,5,2238
113,United Airlines_113,United Airlines,200,92,103,100,26,257,50,38,1258
114,Southwest Airlines_114,Southwest Airlines,200,126,168,100,52,333,50,19,1450
115,Alaska Airlines_115,Alaska Airlines,200,34,189,100,65,357,50,0,2897
116,American Airlines_116,American Airlines,200,67,256,100,84,467,50,7,1619
117,Southwest Airlines_117,Southwest Airlines,200,162,108,100,47,205,50,13,1575
118,United Airlines_118,United Airlines,200,65,170,100,60,544,50,46,1797
119,JetBlue_119,JetBlue,200,152,223,100,12,544,50,36,1122
120,Delta Airlines_120,Delta Airlines,200,101,161,100,98,268,50,17,1686
121,JetBlue_121,JetBlue,200,200,269,100,100,268,50,50,2374
122,United Airlines_122,United Airlines,200,4,125,100,20,383,50,28,1056
123,Air New Zealand_123,Air New Zealand,200,162,115,100,24,568,50,31,2417
124,Virgin America_124,Virgin America,200,122,124,100,67,520,50,24,2946
125,Southwest Airlines_125,Southwest Airlines,200,200,154,100,100,230,50,50,1443
126,American Airlines_126,American Airlines,200,178,288,100,92,372,50,18,2715
127,Air New Zealand_127,Air New Zealand,200,10,201,100,4,458,50,37,2004
128,Delta Airlines_128,Delta Airlines,200,149,266,100,64,301,50,34,2200
129,Air France_129,Air France,200,94,189,100,89,562,50,49,2550
130,American Airlines_130,American Airlines,200,200,199,100,100,557,50,50,2618
131,American Airlines_131,American Airlines,200,164,173,100,22,552,50,41,1510
132,Air France_132,Air France,200,65,235,100,16,453,50,32,2038
133,Virgin America_133,Virgin America,200,67,101,100,26,432,50,23,1281
134,Alaska Airlines_134,Alaska Airlines,200,41,133,100,68,545,50,13,2456
135,United Airlines_135,United Airlines,200,65,134,100,5,471,50,8,1000
136,Southwest Airlines_136,Southwest Airlines,200,200,111,100,100,409,50,50,1425
137,Air New Zealand_137,Air New Zealand,200,184,168,100,33,263,50,30,2140
138,Air New Zealand_138,Air New Zealand,200,55,211,100,39,540,50,39,1700
139,American Airlines_139,American Airlines,200,38,183,100,28,220,50,48,1438
140,United Airlines_140,United Airlines,200,66,126,100,17,502,50,24,2539
141,Delta Airlines_141,Delta Airlines,200,196,123,100,40,362,50,43,2152
142,American Airlines_142,American Airlines,200,200,176,100,100,346,50,50,2833
143,Alaska Airlines_143,Alaska Airlines,200,142,119,100,76,296,50,27,1548
144,Delta Airlines_144,Delta Airlines,200,200,241,100,100,259,50,50,2024
145,Air New Zealand_145,Air New Zealand,200,130,177,100,75,561,50,20,1694
146,Air France_146,Air France,200,75,200,100,65,476,50,14,2140
147,Virgin America_147,Virgin America,200,167,234,100,32,449,50,14,2293
148,United Airlines_148,United Airlines,200,4,135,100,7,479,50,14,2895
149,Alaska Airlines_149,Alaska Airlines,200,200,216,100,100,263,50,50,1801
150,United Airlines_150,United Airlines,200,67,267,100,50,307,50,27,2871
151,American Airlines_151,American Airlines,200,5,284,100,82,576,50,19,1454
152,United Airlines_152,United Airlines,200,181,110,100,47,294,50,42,1387
153,American Airlines_153,American Airlines,200,101,157,100,73,232,50,43,1954
154,Alaska Airlines_154,Alaska Airlines,200,116,177,100,43,208,50,42,2974
155,American Airlines_155,American Airlines,200,200,179,100,100,540,50,50,2097
156,Southwest Airlines_156,Southwest Airlines,200,45,172,100,39,219,50,40,1731
157,Air New Zealand_157,Air New Zealand,200,8,190,100,11,408,50,49,2167
158,American Airlines_158,American Airlines,200,86,143,100,58,495,50,33,2446
159,JetBlue_159,JetBlue,200,16,149,100,81,327,50,0,2829
160,United Airlines_160,United Airlines,200,90,274,100,10,227,50,33,2582
161,Delta Airlines_161,Delta Airlines,200,61,174,100,42,410,50,46,1534
162,American Airlines_162,American Airlines,200,122,215,100,88,573,50,8,2280
163,Alaska Airlines_163,Alaska Airlines,200,200,191,100,100,284,50,50,1616
164,United Airlines_164,United Airlines,200,197,240,100,99,205,50,37,2028
165,Southwest Airlines_165,Southwest Airlines,200,90,138,100,71,516,50,40,2712
166,Frontier Airlines_166,Frontier Airlines,200,58,143,100,31,246,50,8,1070
167,JetBlue_167,JetBlue,200,32,135,100,1,358,50,27,2744
168,Alaska Airlines_168,Alaska Airlines,200,14,187,100,67,462,50,16,1537
169,British Airways_169,British Airways,200,106,232,100,18,200,50,49,1167
170,JetBlue_170,JetBlue,200,126,200,100,46,452,50,4,1655
171,British Airways_171,British Airways,200,150,277,100,76,348,50,8,1394
172,Air New Zealand_172,Air New Zealand,200,16,148,100,7,300,50,25,2139
173,Alaska Airlines_173,Alaska Airlines,200,145,198,100,97,286,50,34,1956
174,Virgin America_174,Virgin America,200,144,232,100,30,537,50,14,2204
175,British Airways_175,British Airways,200,78,105,100,23,209,50,42,1280
176,JetBlue_176,JetBlue,200,95,115,100,89,403,50,37,2004
177,American Airlines_177,American Airlines,200,88,265,100,24,213,50,32,1031
178,Southwest Airlines_178,Southwest Airlines,200,200,215,100,100,584,50,50,2367
179,Alaska Airlines_179,Alaska Airlines,200,83,242,100,55,292,50,0,2347
180,Air New Zealand_180,Air New Zealand,200,200,137,100,100,243,50,50,1852
181,Southwest Airlines_181,Southwest Airlines,200,126,270,100,74,210,50,4,1134
182,Frontier Airlines_182,Frontier Airlines,200,99,261,100,15,297,50,8,1499
183,United Airlines_183,United Airlines,200,100,221,100,39,592,50,48,1720
184,Southwest Airlines_184,Southwest Airlines,200,66,298,100,47,576,50,44,1390
185,Alaska Airlines_185,Alaska Airlines,200,122,293,100,11,229,50,7,2791
186,Southwest Airlines_186,Southwest Airlines,200,32,148,100,36,464,50,29,2243
187,British Airways_187,British Airways,200,91,163,100,50,245,50,29,2946
188,American Airlines_188,American Airlines,200,106,272,100,81,269,50,1,1422
189,Frontier Airlines_189,Frontier Airlines,200,175,280,100,32,272,50,28,1482
190,Southwest Airlines_190,Southwest Airlines,200,130,270,100,21,436,50,45,1646
191,Alaska Airlines_191,Alaska Airlines,200,26,260,100,17,380,50,36,1047
192,Alaska Airlines_192,Alaska Airlines,200,131,288,100,30,400,50,21,2883
193,Virgin America_193,Virgin America,200,200,201,100,100,493,50,50,1292
194,Virgin America_194,Virgin America,200,145,194,100,15,201,50,7,2071
195,Air New Zealand_195,Air New Zealand,200,200,166,100,100,266,50,50,1936
196,Air France_196,Air France,200,131,220,100,48,368,50,22,1308
197,Delta Airlines_197,Delta Airlines,200,66,272,100,64,418,50,46,2268
198,Delta Airlines_198,Delta Airlines,200,186,142,100,26,516,50,2,2744
199,Alaska Airlines_199,Alaska Airlines,200,200,121,100,100,438,50,50,2789
200,American Airlines_200,American Airlines,200,200,139,100,100,578,50,50,2163
201,Air France_201,Air France,200,143,288,100,91,588,50,46,1333
202,American Airlines_202,American Airlines,200,200,222,100,100,296,50,50,1032
203,Frontier Airlines_203,Frontier Airlines,200,200,207,100,100,510,50,50,1157
204,Air France_204,Air France,200,145,297,100,86,394,50,32,2192
205,Air France_205,Air France,200,50,206,100,28,243,50,37,1284
206,Air New Zealand_206,Air New Zealand,200,200,110,100,100,520,50,50,1697
207,Delta Airlines_207,Delta Airlines,200,89,266,100,84,341,50,14,2180
208,JetBlue_208,JetBlue,200,200,115,100,100,247,50,50,1629
209,Frontier Airlines_209,Frontier Airlines,200,53,239,100,5,249,50,39,2298
210,Frontier Airlines_210,Frontier Airlines,200,149,197,100,59,484,50,49,2623
211,Air France_211,Air France,200,140,211,100,44,220,50,46,1945
212,Virgin America_212,Virgin America,200,21,264,100,40,457,50,8,1147
213,Air New Zealand_213,Air New Zealand,200,136,175,100,5,433,50,29,1484
214,Air France_214,Air France,200,37,244,100,24,518,50,17,2851
215,Alaska Airlines_215,Alaska Airlines,200,145,105,100,79,267,50,2,2438
216,United Airlines_216,United Airlines,200,196,200,100,48,597,50,17,1197
217,United Airlines_217,United Airlines,200,10,234,100,42,337,50,41,1841
218,British Airways_218,British Airways,200,99,162,100,88,305,50,4,1849
219,British Airways_219,British Airways,200,3,162,100,23,494,50,36,2905
220,JetBlue_220,JetBlue,200,110,298,100,20,480,50,10,1075
221,Alaska Airlines_221,Alaska Airlines,200,107,202,100,1,452,50,26,1031
222,JetBlue_222,JetBlue,200,200,218,100,100,417,50,50,2068
223,British Airways_223,British Airways,200,31,147,100,73,575,50,42,1622
224,British Airways_224,British Airways,200,180,242,100,73,326,50,9,2203
225,JetBlue_225,JetBlue,200,25,253,100,21,354,50,27,2358
226,Alaska Airlines_226,Alaska Airlines,200,65,221,100,0,343,50,29,1993
227,Air France_227,Air France,200,151,180,100,77,466,50,11,1114
228,Air France_228,Air France,200,66,297,100,33,290,50,30,1916
229,Southwest Airlines_229,Southwest Airlines,200,15,191,100,24,354,50,14,1752
230,Frontier Airlines_230,Frontier Airlines,200,18,100,100,34,413,50,35,2470
231,JetBlue_231,JetBlue,200,145,145,100,92,352,50,5,1659
232,United Airlines_232,United Airlines,200,13,264,100,45,583,50,35,1161
233,Alaska Airlines_233,Alaska Airlines,200,57,276,100,77,539,50,31,1579
234,American Airlines_234,American Airlines,200,178,291,100,13,344,50,32,2633
235,British Airways_235,British Airways,200,46,236,100,39,243,50,12,1808
236,United Airlines_236,United Airlines,200,90,223,100,0,592,50,33,1375
237,Delta Airlines_237,Delta Airlines,200,156,256,100,88,427,50,44,1760
238,JetBlue_238,JetBlue,200,51,151,100,83,453,50,44,1822
239,Air France_239,Air France,200,14,239,100,4,457,50,44,2596
240,Southwest Airlines_240,Southwest Airlines,200,163,209,100,37,224,50,39,1545
241,Virgin America_241,Virgin America,200,29,117,100,89,393,50,1,1397
242,American Airlines_242,American Airlines,200,194,228,100,86,239,50,8,1024
243,Southwest Airlines_243,Southwest Airlines,200,119,292,100,42,586,50,32,1449
244,American Airlines_244,American Airlines,200,126,154,100,63,363,50,40,2663
245,Delta Airlines_245,Delta Airlines,200,194,242,100,68,539,50,1,2436
246,Alaska Airlines_246,Alaska Airlines,200,167,190,100,5,362,50,9,2486
247,United Airlines_247,United Airlines,200,13,145,100,30,239,50,7,1570
248,Delta Airlines_248,Delta Airlines,200,200,174,100,100,575,50,50,1386
249,JetBlue_249,JetBlue,200,79,148,100,49,274,50,26,1452
250,Alaska Airlines_250,Alaska Airlines,200,32,101,100,88,387,50,20,2707
